START.DATE,END.DATE,CONTACT.TYPE,Contacts
2010-04-07,2010-04-07,Fax Acknowledgement - Input,6
2010-04-07,2010-04-07,Internal Management,42
2010-04-07,2010-04-07,Mail - Input,7
2010-04-07,2010-04-07,Mail - Recieved,17
2010-04-07,2010-04-07,Visit,563
2010-04-07,2010-04-07,Web - Input,129
2010-04-08,2010-04-08,Call - Input,4097
2010-04-08,2010-04-08,Fax - Input,56
2010-04-08,2010-04-08,Fax Acknowledgement - Input,6
2010-04-08,2010-04-08,Internal Management,33
2010-04-08,2010-04-08,Mail - Input,13
2010-04-08,2010-04-08,Mail - Recieved,5
2010-04-08,2010-04-08,Visit,554
2010-04-08,2010-04-08,Web - Input,112
2010-04-09,2010-04-09,Call - Input,3436
2010-04-09,2010-04-09,Fax - Input,65
2010-04-09,2010-04-09,Fax Acknowledgement - Input,9
2010-04-09,2010-04-09,Internal Management,34
2010-04-09,2010-04-09,Mail - Input,13
2010-04-09,2010-04-09,Mail - Recieved,3
2010-04-09,2010-04-09,Visit,445
2010-04-09,2010-04-09,Web - Input,111
2010-04-10,2010-04-10,Call - Input,229
2010-04-10,2010-04-10,Web - Input,10
2010-04-11,2010-04-11,Call - Input,150
2010-04-11,2010-04-11,Web - Input,12
2010-04-12,2010-04-12,Call - Input,4313
2010-04-12,2010-04-12,Fax - Input,36
2010-04-12,2010-04-12,Fax Acknowledgement - Input,9
2010-04-12,2010-04-12,Internal Management,30
2010-04-12,2010-04-12,Mail - Input,12
2010-04-12,2010-04-12,Mail - Recieved,10
2010-04-12,2010-04-12,Visit,591
2010-04-12,2010-04-12,Web - Input,111
2010-04-12,2010-04-13,Call - Input,1
2010-04-13,2010-04-13,Call - Input,4375
2010-04-13,2010-04-13,Fax - Input,66
2010-04-13,2010-04-13,Fax Acknowledgement - Input,6
2010-04-13,2010-04-13,Internal Management,32
2010-04-13,2010-04-13,Mail - Input,16
2010-04-13,2010-04-13,Mail - Recieved,27
2010-04-13,2010-04-13,Visit,527
2010-04-13,2010-04-13,Web - Input,144
2010-04-14,2010-04-14,Call - Input,4307
2010-04-14,2010-04-14,Fax - Input,42
2010-04-14,2010-04-14,Fax Acknowledgement - Input,2
2010-04-14,2010-04-14,Internal Management,21
2010-04-14,2010-04-14,Mail - Input,13
2010-04-14,2010-04-14,Mail - Recieved,7
2010-04-14,2010-04-14,Visit,488
2010-04-14,2010-04-14,Web - Input,101
2010-04-14,2010-04-15,Call - Input,1
2010-04-15,2010-04-15,Call - Input,3818
2010-04-15,2010-04-15,Fax - Input,60
2010-04-15,2010-04-15,Fax Acknowledgement - Input,5
2010-04-15,2010-04-15,Internal Management,40
2010-04-15,2010-04-15,Mail - Input,4
2010-04-15,2010-04-15,Mail - Recieved,29
2010-04-15,2010-04-15,Visit,448
2010-04-15,2010-04-15,Web - Input,97
2010-04-16,2010-04-16,Call - Input,3095
2010-04-16,2010-04-16,Fax - Input,45
2010-04-16,2010-04-16,Fax Acknowledgement - Input,10
2010-04-16,2010-04-16,Internal Management,24
2010-04-16,2010-04-16,Mail - Input,8
2010-04-16,2010-04-16,Mail - Recieved,10
2010-04-16,2010-04-16,Visit,423
2010-04-16,2010-04-16,Web - Input,59
2010-04-17,2010-04-17,Call - Input,216
2010-04-17,2010-04-17,Web - Input,12
2010-04-18,2010-04-18,Call - Input,123
2010-04-18,2010-04-18,Web - Input,23
2010-04-19,2010-04-19,Call - Input,4162
2010-04-19,2010-04-19,Fax - Input,62
2010-04-19,2010-04-19,Fax Acknowledgement - Input,3
2010-04-19,2010-04-19,Internal Management,42
2010-04-19,2010-04-19,Mail - Input,20
2010-04-19,2010-04-19,Mail - Recieved,21
2010-04-19,2010-04-19,Visit,528
2010-04-19,2010-04-19,Web - Input,142
2010-04-20,2010-04-20,Call - Input,3998
2010-04-20,2010-04-20,Fax - Input,50
2010-04-20,2010-04-20,Fax Acknowledgement - Input,8
2010-04-20,2010-04-20,Internal Management,44
2010-04-20,2010-04-20,Mail - Input,14
2010-04-20,2010-04-20,Mail - Recieved,9
2010-04-20,2010-04-20,Visit,551
2010-04-20,2010-04-20,Web - Input,106
2010-04-21,2010-04-21,Call - Input,3937
2010-04-21,2010-04-21,Fax - Input,78
2010-04-21,2010-04-21,Fax Acknowledgement - Input,2
2010-04-21,2010-04-21,Internal Management,48
2010-04-21,2010-04-21,Mail - Input,15
2010-04-21,2010-04-21,Mail - Recieved,14
2010-04-21,2010-04-21,Visit,456
2010-04-21,2010-04-21,Web - Input,142
2010-04-22,2010-04-22,Call - Input,3313
2010-04-22,2010-04-22,Fax - Input,68
2010-04-22,2010-04-22,Fax Acknowledgement - Input,16
2010-04-22,2010-04-22,Internal Management,50
2010-04-22,2010-04-22,Mail - Input,8
2010-04-22,2010-04-22,Mail - Recieved,7
2010-04-22,2010-04-22,Visit,453
2010-04-22,2010-04-22,Web - Input,88
2010-04-23,2010-04-23,Call - Input,2682
2010-04-23,2010-04-23,Fax - Input,35
2010-04-23,2010-04-23,Fax Acknowledgement - Input,1
2010-04-23,2010-04-23,Internal Management,30
2010-04-23,2010-04-23,Mail - Input,14
2010-04-23,2010-04-23,Mail - Recieved,13
2010-04-23,2010-04-23,Visit,325
2010-04-23,2010-04-23,Web - Input,89
2010-04-24,2010-04-24,Call - Input,219
2010-04-24,2010-04-24,Web - Input,16
2010-04-25,2010-04-25,Call - Input,113
2010-04-25,2010-04-25,Web - Input,16
2010-04-26,2010-04-26,Call - Input,4472
2010-04-26,2010-04-26,Fax - Input,54
2010-04-26,2010-04-26,Fax Acknowledgement - Input,2
2010-04-26,2010-04-26,Internal Management,45
2010-04-26,2010-04-26,Mail - Input,10
2010-04-26,2010-04-26,Mail - Recieved,13
2010-04-26,2010-04-26,Visit,496
2010-04-26,2010-04-26,Web - Input,118
2010-04-27,2010-04-27,Call - Input,4027
2010-04-27,2010-04-27,Fax - Input,82
2010-04-27,2010-04-27,Fax Acknowledgement - Input,3
2010-04-27,2010-04-27,Internal Management,38
2010-04-27,2010-04-27,Mail - Input,11
2010-04-27,2010-04-27,Mail - Recieved,11
2010-04-27,2010-04-27,Visit,529
2010-04-27,2010-04-27,Web - Input,95
2010-04-28,2010-04-28,Call - Input,4060
2010-04-28,2010-04-28,Fax - Input,59
2010-04-28,2010-04-28,Fax Acknowledgement - Input,6
2010-04-28,2010-04-28,Internal Management,25
2010-04-28,2010-04-28,Mail - Input,15
2010-04-28,2010-04-28,Mail - Recieved,3
2010-04-28,2010-04-28,Visit,490
2010-04-28,2010-04-28,Web - Input,99
2010-04-29,2010-04-29,Call - Input,3819
2010-04-29,2010-04-29,Fax - Input,66
2010-04-29,2010-04-29,Fax Acknowledgement - Input,11
2010-04-29,2010-04-29,Internal Management,49
2010-04-29,2010-04-29,Mail - Input,17
2010-04-29,2010-04-29,Mail - Recieved,15
2010-04-29,2010-04-29,Visit,463
2010-04-29,2010-04-29,Web - Input,79
2010-04-30,2010-04-30,Call - Input,3321
2010-04-30,2010-04-30,Fax - Input,49
2010-04-30,2010-04-30,Fax Acknowledgement - Input,6
2010-04-30,2010-04-30,Internal Management,25
2010-04-30,2010-04-30,Mail - Input,3
2010-04-30,2010-04-30,Mail - Recieved,8
2010-04-30,2010-04-30,Visit,378
2010-04-30,2010-04-30,Web - Input,68
2010-05-01,2010-05-01,Call - Input,167
2010-05-01,2010-05-01,Web - Input,23
2010-05-02,2010-05-02,Call - Input,115
2010-05-02,2010-05-02,Web - Input,22
2010-05-03,2010-05-03,Call - Input,4386
2010-05-03,2010-05-03,Fax - Input,58
2010-05-03,2010-05-03,Internal Management,35
2010-05-03,2010-05-03,Mail - Input,1
2010-05-03,2010-05-03,Mail - Recieved,10
2010-05-03,2010-05-03,Visit,428
2010-05-03,2010-05-03,Web - Input,154
2010-05-03,2010-05-04,Call - Input,1
2010-05-04,2010-05-04,Call - Input,3984
2010-05-04,2010-05-04,Fax - Input,54
2010-05-04,2010-05-04,Fax Acknowledgement - Input,6
2010-05-04,2010-05-04,Internal Management,26
2010-05-04,2010-05-04,Mail - Input,8
2010-05-04,2010-05-04,Mail - Recieved,9
2010-05-04,2010-05-04,Visit,457
2010-05-04,2010-05-04,Web - Input,125
2010-05-05,2010-05-05,Call - Input,3914
2010-05-05,2010-05-05,Fax - Input,62
2010-05-05,2010-05-05,Fax Acknowledgement - Input,8
2010-05-05,2010-05-05,Internal Management,19
2010-05-05,2010-05-05,Mail - Input,20
2010-05-05,2010-05-05,Mail - Recieved,15
2010-05-05,2010-05-05,Visit,474
2010-05-05,2010-05-05,Web - Input,137
2010-05-06,2010-05-06,Call - Input,3757
2010-05-06,2010-05-06,Fax - Input,62
2010-05-06,2010-05-06,Fax Acknowledgement - Input,2
2010-05-06,2010-05-06,Internal Management,40
2010-05-06,2010-05-06,Mail - Input,12
2010-05-06,2010-05-06,Mail - Recieved,12
2010-05-06,2010-05-06,Visit,460
2010-05-06,2010-05-06,Web - Input,123
2010-05-06,2010-05-07,Call - Input,1
2010-05-07,2010-05-07,Call - Input,3219
2010-05-07,2010-05-07,Fax - Input,63
2010-05-07,2010-05-07,Fax Acknowledgement - Input,9
2010-05-07,2010-05-07,Internal Management,44
2010-05-07,2010-05-07,Mail - Input,10
2010-05-07,2010-05-07,Mail - Recieved,4
2010-05-07,2010-05-07,Visit,437
2010-05-07,2010-05-07,Web - Input,94
2010-05-07,2010-05-08,Call - Input,1
2010-05-08,2010-05-08,Call - Input,214
2010-05-08,2010-05-08,Web - Input,22
2010-05-09,2010-05-09,Call - Input,220
2010-05-09,2010-05-09,Web - Input,17
2010-05-10,2010-05-10,Call - Input,4152
2010-05-10,2010-05-10,Fax - Input,53
2010-05-10,2010-05-10,Fax Acknowledgement - Input,5
2010-05-10,2010-05-10,Internal Management,28
2010-05-10,2010-05-10,Mail - Input,11
2010-05-10,2010-05-10,Mail - Recieved,6
2010-05-10,2010-05-10,Visit,552
2010-05-10,2010-05-10,Web - Input,100
2010-05-11,2010-05-11,Call - Input,3523
2010-05-11,2010-05-11,Fax - Input,53
2010-05-11,2010-05-11,Fax Acknowledgement - Input,7
2010-05-11,2010-05-11,Internal Management,136
2010-05-11,2010-05-11,Mail - Input,16
2010-05-11,2010-05-11,Mail - Recieved,10
2010-05-11,2010-05-11,Visit,378
2010-05-11,2010-05-11,Web - Input,113
2010-05-12,2010-05-12,Call - Input,3686
2010-05-12,2010-05-12,Fax - Input,51
2010-05-12,2010-05-12,Fax Acknowledgement - Input,2
2010-05-12,2010-05-12,Internal Management,274
2010-05-12,2010-05-12,Mail - Input,18
2010-05-12,2010-05-12,Mail - Recieved,15
2010-05-12,2010-05-12,Visit,439
2010-05-12,2010-05-12,Web - Input,100
2010-05-12,2010-05-13,Call - Input,1
2010-05-13,2010-05-13,Call - Input,3585
2010-05-13,2010-05-13,Fax - Input,66
2010-05-13,2010-05-13,Fax Acknowledgement - Input,10
2010-05-13,2010-05-13,Internal Management,51
2010-05-13,2010-05-13,Mail - Input,13
2010-05-13,2010-05-13,Mail - Recieved,10
2010-05-13,2010-05-13,Visit,434
2010-05-13,2010-05-13,Web - Input,123
2010-05-14,2010-05-14,Call - Input,2830
2010-05-14,2010-05-14,Fax - Input,44
2010-05-14,2010-05-14,Fax Acknowledgement - Input,9
2010-05-14,2010-05-14,Internal Management,45
2010-05-14,2010-05-14,Mail - Input,10
2010-05-14,2010-05-14,Mail - Recieved,2
2010-05-14,2010-05-14,Visit,302
2010-05-14,2010-05-14,Web - Input,113
2010-05-15,2010-05-15,Call - Input,169
2010-05-15,2010-05-15,Web - Input,18
2010-05-16,2010-05-16,Call - Input,72
2010-05-16,2010-05-16,Web - Input,9
2010-05-17,2010-05-17,Call - Input,3958
2010-05-17,2010-05-17,Fax - Input,54
2010-05-17,2010-05-17,Fax Acknowledgement - Input,3
2010-05-17,2010-05-17,Internal Management,49
2010-05-17,2010-05-17,Mail - Input,3
2010-05-17,2010-05-17,Mail - Recieved,16
2010-05-17,2010-05-17,Visit,519
2010-05-17,2010-05-17,Web - Input,129
2010-05-17,2010-05-18,Call - Input,2
2010-05-18,2010-05-18,Call - Input,3840
2010-05-18,2010-05-18,Fax - Input,63
2010-05-18,2010-05-18,Fax Acknowledgement - Input,6
2010-05-18,2010-05-18,Internal Management,74
2010-05-18,2010-05-18,Mail - Input,10
2010-05-18,2010-05-18,Mail - Recieved,10
2010-05-18,2010-05-18,Visit,578
2010-05-18,2010-05-18,Web - Input,102
2010-05-18,2010-05-19,Call - Input,1
2010-05-19,2010-05-19,Call - Input,3639
2010-05-19,2010-05-19,Fax - Input,51
2010-05-19,2010-05-19,Fax Acknowledgement - Input,5
2010-05-19,2010-05-19,Internal Management,40
2010-05-19,2010-05-19,Mail - Input,20
2010-05-19,2010-05-19,Mail - Recieved,7
2010-05-19,2010-05-19,Visit,476
2010-05-19,2010-05-19,Web - Input,132
2010-05-19,2010-05-20,Call - Input,1
2010-05-20,2010-05-20,Call - Input,3252
2010-05-20,2010-05-20,Fax - Input,48
2010-05-20,2010-05-20,Fax Acknowledgement - Input,5
2010-05-20,2010-05-20,Internal Management,24
2010-05-20,2010-05-20,Mail - Input,27
2010-05-20,2010-05-20,Mail - Recieved,5
2010-05-20,2010-05-20,Visit,434
2010-05-20,2010-05-20,Web - Input,123
2010-05-21,2010-05-21,Call - Input,2662
2010-05-21,2010-05-21,Fax - Input,40
2010-05-21,2010-05-21,Fax Acknowledgement - Input,6
2010-05-21,2010-05-21,Internal Management,40
2010-05-21,2010-05-21,Mail - Input,13
2010-05-21,2010-05-21,Mail - Recieved,8
2010-05-21,2010-05-21,Visit,398
2010-05-21,2010-05-21,Web - Input,114
2010-05-22,2010-05-22,Call - Input,190
2010-05-22,2010-05-22,Web - Input,10
2010-05-23,2010-05-23,Call - Input,73
2010-05-23,2010-05-23,Web - Input,13
2010-05-24,2010-05-24,Call - Input,746
2010-05-24,2010-05-24,Fax - Input,2
2010-05-24,2010-05-24,Mail - Input,3
2010-05-24,2010-05-24,Visit,46
2010-05-24,2010-05-24,Web - Input,22
2010-05-25,2010-05-25,Call - Input,3982
2010-05-25,2010-05-25,Fax - Input,76
2010-05-25,2010-05-25,Fax Acknowledgement - Input,11
2010-05-25,2010-05-25,Internal Management,26
2010-05-25,2010-05-25,Mail - Input,24
2010-05-25,2010-05-25,Mail - Recieved,4
2010-05-25,2010-05-25,Visit,507
2010-05-25,2010-05-25,Web - Input,116
2010-05-26,2010-05-26,Call - Input,3953
2010-05-26,2010-05-26,Fax - Input,55
2010-05-26,2010-05-26,Fax Acknowledgement - Input,4
2010-05-26,2010-05-26,Internal Management,30
2010-05-26,2010-05-26,Mail - Input,10
2010-05-26,2010-05-26,Mail - Recieved,13
2010-05-26,2010-05-26,Visit,493
2010-05-26,2010-05-26,Web - Input,111
2010-05-27,2010-05-27,Call - Input,3876
2010-05-27,2010-05-27,Fax - Input,63
2010-05-27,2010-05-27,Fax Acknowledgement - Input,4
2010-05-27,2010-05-27,Internal Management,37
2010-05-27,2010-05-27,Mail - Input,39
2010-05-27,2010-05-27,Mail - Recieved,5
2010-05-27,2010-05-27,Visit,478
2010-05-27,2010-05-27,Web - Input,154
2010-05-28,2010-05-28,Call - Input,3283
2010-05-28,2010-05-28,Fax - Input,59
2010-05-28,2010-05-28,Fax Acknowledgement - Input,2
2010-05-28,2010-05-28,Internal Management,36
2010-05-28,2010-05-28,Mail - Input,10
2010-05-28,2010-05-28,Mail - Recieved,4
2010-05-28,2010-05-28,Visit,418
2010-05-28,2010-05-28,Web - Input,125
2010-05-29,2010-05-29,Call - Input,210
2010-05-29,2010-05-29,Web - Input,10
2010-05-30,2010-05-30,Call - Input,128
2010-05-30,2010-05-30,Web - Input,17
2010-05-31,2010-05-31,Call - Input,4421
2010-05-31,2010-05-31,Fax - Input,35
2010-05-31,2010-05-31,Fax Acknowledgement - Input,3
2010-05-31,2010-05-31,Internal Management,45
2010-05-31,2010-05-31,Mail - Input,17
2010-05-31,2010-05-31,Mail - Recieved,3
2010-05-31,2010-05-31,Visit,509
2010-05-31,2010-05-31,Web - Input,140
2010-06-01,2010-06-01,Call - Input,4124
2010-06-01,2010-06-01,Fax - Input,59
2010-06-01,2010-06-01,Fax Acknowledgement - Input,8
2010-06-01,2010-06-01,Internal Management,45
2010-06-01,2010-06-01,Mail - Input,7
2010-06-01,2010-06-01,Mail - Recieved,7
2010-06-01,2010-06-01,Visit,511
2010-06-01,2010-06-01,Web - Input,129
2010-06-02,2010-06-02,Call - Input,3986
2010-06-02,2010-06-02,Fax - Input,53
2010-06-02,2010-06-02,Fax Acknowledgement - Input,7
2010-06-02,2010-06-02,Internal Management,29
2010-06-02,2010-06-02,Mail - Input,9
2010-06-02,2010-06-02,Mail - Recieved,5
2010-06-02,2010-06-02,Visit,510
2010-06-02,2010-06-02,Web - Input,130
2010-06-03,2010-06-03,Call - Input,3631
2010-06-03,2010-06-03,Fax - Input,69
2010-06-03,2010-06-03,Fax Acknowledgement - Input,8
2010-06-03,2010-06-03,Internal Management,26
2010-06-03,2010-06-03,Mail - Input,16
2010-06-03,2010-06-03,Mail - Recieved,4
2010-06-03,2010-06-03,Visit,479
2010-06-03,2010-06-03,Web - Input,101
2010-06-04,2010-06-04,Call - Input,3100
2010-06-04,2010-06-04,Fax - Input,50
2010-06-04,2010-06-04,Fax Acknowledgement - Input,5
2010-06-04,2010-06-04,Internal Management,28
2010-06-04,2010-06-04,Mail - Input,10
2010-06-04,2010-06-04,Mail - Recieved,4
2010-06-04,2010-06-04,Visit,421
2010-06-04,2010-06-04,Web - Input,108
2010-06-05,2010-06-05,Call - Input,158
2010-06-05,2010-06-05,Web - Input,20
2010-06-06,2010-06-06,Call - Input,277
2010-06-06,2010-06-06,Web - Input,17
2010-06-06,2010-06-07,Call - Input,1
2010-06-07,2010-06-07,Call - Input,3934
2010-06-07,2010-06-07,Fax - Input,49
2010-06-07,2010-06-07,Fax Acknowledgement - Input,7
2010-06-07,2010-06-07,Internal Management,33
2010-06-07,2010-06-07,Mail - Input,11
2010-06-07,2010-06-07,Mail - Recieved,7
2010-06-07,2010-06-07,Visit,496
2010-06-07,2010-06-07,Web - Input,125
2010-06-07,2010-06-08,Call - Input,1
2010-06-08,2010-06-08,Call - Input,3769
2010-06-08,2010-06-08,Fax - Input,59
2010-06-08,2010-06-08,Fax Acknowledgement - Input,7
2010-06-08,2010-06-08,Internal Management,58
2010-06-08,2010-06-08,Mail - Input,11
2010-06-08,2010-06-08,Mail - Recieved,6
2010-06-08,2010-06-08,Visit,466
2010-06-08,2010-06-08,Web - Input,125
2010-06-08,2010-06-09,Call - Input,1
2010-06-09,2010-06-09,Call - Input,3514
2010-06-09,2010-06-09,Fax - Input,59
2010-06-09,2010-06-09,Fax Acknowledgement - Input,15
2010-06-09,2010-06-09,Internal Management,27
2010-06-09,2010-06-09,Mail - Input,14
2010-06-09,2010-06-09,Mail - Recieved,2
2010-06-09,2010-06-09,Visit,455
2010-06-09,2010-06-09,Web - Input,111
2010-06-10,2010-06-10,Call - Input,3594
2010-06-10,2010-06-10,Fax - Input,51
2010-06-10,2010-06-10,Fax Acknowledgement - Input,8
2010-06-10,2010-06-10,Internal Management,49
2010-06-10,2010-06-10,Mail - Input,15
2010-06-10,2010-06-10,Mail - Recieved,4
2010-06-10,2010-06-10,Visit,479
2010-06-10,2010-06-10,Web - Input,107
2010-06-10,2010-06-11,Call - Input,1
2010-06-11,2010-06-11,Call - Input,2852
2010-06-11,2010-06-11,Fax - Input,46
2010-06-11,2010-06-11,Fax Acknowledgement - Input,10
2010-06-11,2010-06-11,Internal Management,38
2010-06-11,2010-06-11,Mail - Input,19
2010-06-11,2010-06-11,Mail - Recieved,3
2010-06-11,2010-06-11,Visit,391
2010-06-11,2010-06-11,Web - Input,85
2010-06-12,2010-06-12,Call - Input,242
2010-06-12,2010-06-12,Web - Input,27
2010-06-13,2010-06-13,Call - Input,143
2010-06-13,2010-06-13,Web - Input,25
2010-06-14,2010-06-14,Call - Input,3606
2010-06-14,2010-06-14,Fax - Input,46
2010-06-14,2010-06-14,Fax Acknowledgement - Input,18
2010-06-14,2010-06-14,Internal Management,27
2010-06-14,2010-06-14,Mail - Input,49
2010-06-14,2010-06-14,Mail - Recieved,8
2010-06-14,2010-06-14,Visit,477
2010-06-14,2010-06-14,Web - Input,146
2010-06-15,2010-06-15,Call - Input,3472
2010-06-15,2010-06-15,Fax - Input,52
2010-06-15,2010-06-15,Fax Acknowledgement - Input,12
2010-06-15,2010-06-15,Internal Management,32
2010-06-15,2010-06-15,Mail - Input,13
2010-06-15,2010-06-15,Mail - Recieved,4
2010-06-15,2010-06-15,Visit,453
2010-06-15,2010-06-15,Web - Input,133
2010-06-16,2010-06-16,Call - Input,3274
2010-06-16,2010-06-16,Fax - Input,69
2010-06-16,2010-06-16,Fax Acknowledgement - Input,6
2010-06-16,2010-06-16,Internal Management,40
2010-06-16,2010-06-16,Mail - Input,9
2010-06-16,2010-06-16,Mail - Recieved,5
2010-06-16,2010-06-16,Visit,418
2010-06-16,2010-06-16,Web - Input,88
2010-06-17,2010-06-17,Call - Input,3311
2010-06-17,2010-06-17,Fax - Input,51
2010-06-17,2010-06-17,Fax Acknowledgement - Input,7
2010-06-17,2010-06-17,Internal Management,22
2010-06-17,2010-06-17,Mail - Input,29
2010-06-17,2010-06-17,Mail - Recieved,8
2010-06-17,2010-06-17,Visit,351
2010-06-17,2010-06-17,Web - Input,94
2010-06-17,2010-06-18,Call - Input,1
2010-06-18,2010-06-18,Call - Input,2624
2010-06-18,2010-06-18,Fax - Input,51
2010-06-18,2010-06-18,Fax Acknowledgement - Input,6
2010-06-18,2010-06-18,Internal Management,37
2010-06-18,2010-06-18,Mail - Input,13
2010-06-18,2010-06-18,Mail - Recieved,8
2010-06-18,2010-06-18,Visit,415
2010-06-18,2010-06-18,Web - Input,81
2010-06-19,2010-06-19,Call - Input,200
2010-06-19,2010-06-19,Web - Input,13
2010-06-20,2010-06-20,Call - Input,174
2010-06-20,2010-06-20,Web - Input,16
2010-06-21,2010-06-21,Call - Input,3517
2010-06-21,2010-06-21,Fax - Input,49
2010-06-21,2010-06-21,Fax Acknowledgement - Input,19
2010-06-21,2010-06-21,Internal Management,35
2010-06-21,2010-06-21,Mail - Input,11
2010-06-21,2010-06-21,Mail - Recieved,4
2010-06-21,2010-06-21,Visit,422
2010-06-21,2010-06-21,Web - Input,118
2010-06-22,2010-06-22,Call - Input,3233
2010-06-22,2010-06-22,Fax - Input,53
2010-06-22,2010-06-22,Fax Acknowledgement - Input,16
2010-06-22,2010-06-22,Internal Management,29
2010-06-22,2010-06-22,Mail - Input,27
2010-06-22,2010-06-22,Mail - Recieved,3
2010-06-22,2010-06-22,Visit,424
2010-06-22,2010-06-22,Web - Input,106
2010-06-23,2010-06-23,Call - Input,2620
2010-06-23,2010-06-23,Fax - Input,96
2010-06-23,2010-06-23,Fax Acknowledgement - Input,22
2010-06-23,2010-06-23,Internal Management,30
2010-06-23,2010-06-23,Mail - Input,36
2010-06-23,2010-06-23,Mail - Recieved,3
2010-06-23,2010-06-23,Visit,387
2010-06-23,2010-06-23,Web - Input,83
2010-06-24,2010-06-24,Call - Input,140
2010-06-24,2010-06-24,Web - Input,20
2010-06-25,2010-06-25,Call - Input,2327
2010-06-25,2010-06-25,Fax - Input,41
2010-06-25,2010-06-25,Fax Acknowledgement - Input,13
2010-06-25,2010-06-25,Internal Management,17
2010-06-25,2010-06-25,Mail - Input,39
2010-06-25,2010-06-25,Mail - Recieved,3
2010-06-25,2010-06-25,Visit,421
2010-06-25,2010-06-25,Web - Input,75
2010-06-26,2010-06-26,Call - Input,321
2010-06-26,2010-06-26,Web - Input,13
2010-06-27,2010-06-27,Call - Input,124
2010-06-27,2010-06-27,Web - Input,13
2010-06-28,2010-06-28,Call - Input,3871
2010-06-28,2010-06-28,Fax - Input,53
2010-06-28,2010-06-28,Fax Acknowledgement - Input,12
2010-06-28,2010-06-28,Internal Management,25
2010-06-28,2010-06-28,Mail - Input,15
2010-06-28,2010-06-28,Mail - Recieved,3
2010-06-28,2010-06-28,Visit,476
2010-06-28,2010-06-28,Web - Input,117
2010-06-28,2010-06-29,Call - Input,1
2010-06-29,2010-06-29,Call - Input,4357
2010-06-29,2010-06-29,Fax - Input,50
2010-06-29,2010-06-29,Fax Acknowledgement - Input,9
2010-06-29,2010-06-29,Internal Management,28
2010-06-29,2010-06-29,Mail - Input,13
2010-06-29,2010-06-29,Mail - Recieved,11
2010-06-29,2010-06-29,Visit,329
